hostel_id,hostel_name,hostel_type,verified,year_established,area,city,hostel_address,latitude,longitude,distance_from_fast_km,transport_nearby,price_tier,single_room_price,double_room_price,dorm_room_price,electricity_included,electricity_bill_est,meal_included,food_type,food_rating,room_types_available,total_rooms,capacity,available_rooms,amenities,has_wifi,has_gym,has_study_room,has_cafeteria,has_laundry,has_ac,has_generator,has_security_guard,has_cctv,has_hot_water,has_library,has_parking,has_prayer_room,has_common_room,internet_speed_mbps,noise_level,curfew_hour,study_environment_score,overall_rating,cleanliness_rating,security_rating,management_rating,warden_responsiveness,total_reviews,warden_contact_phone
HST-050,Zaid Boys Hostel,Boys,1,2012,H-13,Islamabad,"House 125, Street 7, H-13, Islamabad",33.631642,73.007161,0.98,1,Mid-Range,21535,14413,8979,0,591,1,Non-Veg,2.8,"[""Single"", ""Double"", ""Dormitory""]",14,28,3,"[""Rooftop Access"", ""Microwave"", ""Prayer Room"", ""Gym"", ""WiFi"", ""Hot Water"", ""Common Room""]",1,1,0,0,0,0,0,0,0,1,0,0,1,1,50,3,0,0.29,3.5,3.4,3.6,3.5,2.1,76,0320-3755063
HST-051,Muaaz Inn,Boys,1,2008,I-8,Islamabad,"House 42, Street 4, I-8, Islamabad",33.671427,73.056958,3.22,0,Mid-Range,16525,12339,9433,0,764,0,None,,"[""Single"", ""Double"", ""Dormitory""]",40,120,4,"[""Hot Water"", ""Laundry"", ""Water Cooler"", ""AC"", ""Gym"", ""Security Guard"", ""Prayer Room"", ""Microwave""]",0,1,0,0,1,1,0,1,0,1,0,0,1,0,50,2,23,0.06,3.6,3.7,2.8,4.3,4.9,13,0336-5990488
HST-052,Talhah Boys Lodge,Boys,1,2019,G-13,Islamabad,"House 139, College Road, G-13, Islamabad",33.659182,73.016107,2.81,1,Premium,35675,17504,13772,1,0,0,Both,2.4,"[""Single"", ""Double""]",17,68,2,"[""Library"", ""Rooftop Access"", ""Prayer Room"", ""Lounge"", ""Cafeteria"", ""Microwave"", ""CCTV"", ""Parking"", ""Generator"", ""Security Guard"", ""Hot Water"", ""Water Cooler""]",0,0,0,1,0,0,1,1,1,1,1,1,1,0,100,1,22,0.36,3.5,4.2,2.7,2.9,4.1,50,0332-3303554
HST-053,Sufyan Hostel,Boys,1,2008,G-13,Islamabad,"House 77, Street 7, G-13, Islamabad",33.659383,73.023712,2.81,1,Premium,39522,19741,17362,1,0,0,None,,"[""Single"", ""Double""]",28,84,8,"[""Hot Water"", ""Iron"", ""Generator"", ""Common Room"", ""Water Cooler"", ""Laundry"", ""Lounge"", ""AC"", ""WiFi"", ""Refrigerator"", ""Library""]",1,0,0,0,1,1,1,0,0,1,1,0,0,1,200,4,0,0.56,4.4,5.0,4.1,3.9,1.0,124,0323-3409381
HST-054,Wahab Boys Residency,Boys,1,2012,G-13,Islamabad,"House 78, Commercial Avenue, G-13, Islamabad",33.653013,73.020984,2.44,0,Mid-Range,18827,9067,7987,0,524,0,None,,"[""Single"", ""Double""]",21,63,19,"[""Prayer Room"", ""Generator"", ""CCTV"", ""Parking"", ""WiFi"", ""AC"", ""Microwave""]",1,0,0,0,0,1,1,0,1,0,0,1,1,0,15,4,23,0.27,4.1,4.7,3.9,3.8,4.2,136,0324-2550184
HST-055,Farrukh Inn,Boys,1,2014,I-8,Islamabad,"House 86, Street 7, I-8, Islamabad",33.670124,73.056042,2.81,1,Budget,10007,7185,6394,0,271,1,Non-Veg,3.8,"[""Single"", ""Double"", ""Dormitory""]",48,144,8,"[""Generator"", ""Lounge"", ""Laundry"", ""Study Room""]",0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,1,23,0.46,3.8,2.6,4.6,4.6,2.6,41,0330-5460276
HST-056,Kamran Boys Lodge,Boys,0,2016,H-11,Islamabad,"House 183, Main Boulevard, H-11, Islamabad",33.647271,72.988938,0.48,1,Premium,26492,20823,17922,1,0,0,Both,2.1,"[""Single"", ""Double"", ""Triple""]",37,148,8,"[""Rooftop Access"", ""CCTV"", ""AC"", ""Water Cooler"", ""Hot Water"", ""Library"", ""Laundry"", ""Study Room"", ""Generator"", ""Microwave"", ""Cafeteria"", ""Lounge"", ""Refrigerator"", ""Iron""]",0,0,1,1,1,1,1,0,1,1,1,0,0,0,200,5,0,0.79,4.2,4.2,4.5,4.2,4.8,33,0349-6059667
HST-057,Imran Hostel,Boys,1,2007,E-11,Islamabad,"House 51, Street 4, E-11, Islamabad",33.731465,72.95388,4.68,1,Premium,29544,22718,16659,1,0,1,Non-Veg,4.5,"[""Single"", ""Double"", ""Dormitory""]",47,188,8,"[""Library"", ""Study Room"", ""Lounge"", ""Hot Water"", ""Water Cooler"", ""Refrigerator"", ""Common Room"", ""Cafeteria"", ""Generator"", ""Prayer Room"", ""Microwave"", ""AC""]",0,0,1,1,0,1,1,0,0,1,1,0,1,1,100,1,22,0.74,3.8,4.6,3.5,2.7,2.7,108,0339-5754619
HST-058,Adnan Boys Residency,Boys,1,2009,DHA Phase 2,Islamabad,"House 124, Street 12, DHA Phase 2, Islamabad",33.550822,72.938712,5.68,0,Mid-Range,16361,11980,7006,0,592,0,Veg,3.5,"[""Single"", ""Double"", ""Dormitory""]",15,30,2,"[""AC"", ""Lounge"", ""Prayer Room"", ""Generator"", ""Rooftop Access"", ""Study Room"", ""Laundry"", ""Parking"", ""Cafeteria""]",0,0,1,1,1,1,1,0,0,0,0,1,1,0,15,3,0,0.43,3.6,4.9,3.5,2.6,4.6,22,0324-1782877
HST-059,Rizwan Inn,Boys,1,2009,Satellite Town,Islamabad,"House 145, Street 12, Satellite Town, Islamabad",33.610454,73.035882,4.19,1,Budget,9301,6067,6352,1,0,0,None,,"[""Single"", ""Double"", ""Dormitory""]",46,138,18,"[""Microwave"", ""CCTV"", ""Water Cooler"", ""Parking"", ""Library"", ""AC""]",0,0,0,0,0,1,0,0,1,0,1,1,0,0,5,2,0,0.35,3.5,4.3,3.3,3.3,1.5,95,0348-3604884
HST-060,Tariq Boys Hostel,Boys,0,2023,F-10,Islamabad,"House 149, Street 20, F-10, Islamabad",33.700991,72.968535,3.07,1,Mid-Range,13475,9976,8207,0,411,0,Both,4.9,"[""Single"", ""Double"", ""Dormitory""]",26,104,4,"[""Laundry"", ""Cafeteria"", ""Prayer Room"", ""Refrigerator"", ""Library"", ""Gym"", ""AC"", ""Security Guard"", ""Parking""]",0,1,0,1,1,1,0,1,0,0,1,1,1,0,25,1,22,0.36,4.1,4.4,3.9,4.9,3.0,35,0326-7699744
HST-061,Naveed Residency,Boys,1,2023,I-8,Islamabad,"House 67, Commercial Avenue, I-8, Islamabad",33.665191,73.059768,3.05,1,Mid-Range,18929,11367,7125,1,0,0,Both,4.5,"[""Single"", ""Double"", ""Triple""]",17,51,7,"[""Library"", ""Laundry"", ""AC"", ""CCTV"", ""Common Room"", ""Security Guard"", ""Cafeteria"", ""Iron"", ""Study Room"", ""Rooftop Access"", ""Lounge"", ""Prayer Room""]",0,0,1,1,1,1,0,1,1,0,1,0,1,1,25,3,0,0.76,3.4,3.7,2.7,3.5,1.5,128,0312-9607009
HST-062,Asif Boys Lodge,Boys,1,2018,F-11,Islamabad,"House 34, Sector Road, F-11, Islamabad",33.705502,72.955729,3.52,0,Budget,10951,7238,4973,1,0,0,None,,"[""Single"", ""Double"", ""Dormitory""]",32,96,10,"[""Rooftop Access"", ""Hot Water"", ""Study Room"", ""Library"", ""Laundry"", ""Parking"", ""CCTV"", ""Lounge""]",0,0,1,0,1,0,0,0,1,1,1,1,0,0,15,4,22,0.76,3.1,3.1,3.3,3.2,2.1,53,0317-9066513
HST-063,Junaid Inn,Boys,1,2013,Korang Town,Islamabad,"House 96, Street 4, Korang Town, Islamabad",33.631027,73.08689,4.13,1,Mid-Range,19352,12414,8111,1,0,1,Non-Veg,4.8,"[""Single"", ""Double""]",33,132,18,"[""Cafeteria"", ""Iron"", ""Generator"", ""Parking"", ""Refrigerator"", ""Security Guard"", ""CCTV""]",0,0,0,1,0,0,1,1,1,0,0,1,0,0,15,5,22,0.05,3.6,2.8,3.1,4.7,3.6,46,0320-7674192
HST-064,Shahid Boys Hostel,Boys,1,2016,H-11,Islamabad,"House 99, College Road, H-11, Islamabad",33.644701,72.997368,0.6,1,Mid-Range,18777,9226,8259,1,0,0,Veg,4.2,"[""Single"", ""Double"", ""Triple""]",44,132,13,"[""Gym"", ""Rooftop Access"", ""Water Cooler"", ""Microwave"", ""Hot Water"", ""Generator"", ""Cafeteria"", ""Lounge"", ""WiFi"", ""Common Room"", ""Parking""]",1,1,0,1,0,0,1,0,0,1,0,1,0,1,50,5,0,0.29,3.7,4.2,3.7,3.9,2.0,106,0322-4287093
HST-065,Waqar Residency,Boys,1,2012,I-10,Islamabad,"House 153, Street 7, I-10, Islamabad",33.653383,73.052094,3.66,0,Mid-Range,15661,11064,10851,0,570,1,Non-Veg,3.0,"[""Single"", ""Double"", ""Triple""]",16,32,7,"[""Generator"", ""Study Room"", ""AC"", ""Refrigerator"", ""Microwave"", ""Prayer Room"", ""Gym"", ""Laundry""]",0,1,1,0,1,1,1,0,0,0,0,0,1,0,15,5,22,0.45,3.9,4.1,3.9,3.9,2.8,63,0345-1676296
HST-066,Faisal Boys Lodge,Boys,1,2013,G-13,Islamabad,"House 156, Street 4, G-13, Islamabad",33.658995,73.022101,2.95,1,Mid-Range,18243,10241,7515,0,518,0,Both,2.5,"[""Single"", ""Double""]",40,120,0,"[""Parking"", ""Study Room"", ""Iron"", ""CCTV"", ""Prayer Room"", ""Cafeteria"", ""Gym"", ""Laundry"", ""Rooftop Access"", ""Refrigerator""]",0,1,1,1,1,0,0,0,1,0,0,1,1,0,15,1,0,0.46,4.2,4.9,3.3,4.3,4.8,19,0335-4948401
HST-067,Nasir Inn,Boys,1,2006,Gulberg,Islamabad,"House 190, Street 20, Gulberg, Islamabad",33.624491,73.084623,5.2,0,Mid-Range,14932,12294,8757,0,492,1,Non-Veg,3.8,"[""Single"", ""Double"", ""Dormitory""]",43,86,9,"[""Lounge"", ""Generator"", ""Microwave"", ""Cafeteria"", ""Security Guard"", ""Parking"", ""Hot Water"", ""Gym"", ""Study Room"", ""AC"", ""CCTV""]",0,1,1,1,0,1,1,1,1,1,0,1,0,0,25,3,22,0.43,4.0,5.0,3.0,4.5,2.9,100,0326-3897706
HST-068,Sajid Boys Hostel,Boys,1,2017,G-13,Islamabad,"House 84, Commercial Avenue, G-13, Islamabad",33.652473,73.021406,2.73,1,Mid-Range,18973,9085,10115,0,435,1,Both,5.0,"[""Single"", ""Double"", ""Dormitory""]",48,96,17,"[""Microwave"", ""Common Room"", ""WiFi"", ""Security Guard"", ""Iron"", ""Water Cooler"", ""Prayer Room"", ""Study Room"", ""Gym"", ""AC""]",1,1,1,0,0,1,0,1,0,0,0,0,1,1,25,3,0,0.67,3.6,3.4,3.5,4.4,3.6,118,0336-8097037
HST-069,Umer Residency,Boys,1,2007,H-11,Islamabad,"House 59, University Road, H-11, Islamabad",33.643016,72.996982,0.3,1,Budget,12200,7924,5913,0,553,0,None,,"[""Single"", ""Double"", ""Dormitory""]",36,144,7,"[""WiFi"", ""CCTV"", ""Parking"", ""Prayer Room""]",1,0,0,0,0,0,0,0,1,0,0,1,1,0,10,4,23,0.3,3.6,3.0,3.3,4.6,1.2,28,0313-3535394
HST-070,Ahsan Boys Lodge,Boys,1,2012,I-10,Islamabad,"House 181, Main Boulevard, I-10, Islamabad",33.651547,73.046516,3.6,0,Budget,8278,8924,4580,0,517,0,None,,"[""Single"", ""Double"", ""Dormitory""]",23,92,9,"[""Prayer Room"", ""WiFi"", ""Microwave"", ""Laundry"", ""AC"", ""Refrigerator"", ""Common Room"", ""Water Cooler""]",1,0,0,0,1,1,0,0,0,0,0,0,1,1,5,3,0,0.26,4.0,4.0,4.7,4.5,3.8,13,0345-3076198
HST-071,Zubair Inn,Boys,1,2008,H-11,Islamabad,"House 48, Street 12, H-11, Islamabad",33.650622,72.988224,0.41,1,Budget,8152,7658,6964,0,520,1,Non-Veg,3.0,"[""Single"", ""Double""]",12,48,10,"[""Rooftop Access"", ""Iron"", ""Gym"", ""Lounge"", ""Microwave"", ""Prayer Room""]",0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,22,0.09,3.9,4.3,4.3,3.9,4.4,82,0335-5507167
HST-072,Shoaib Boys Hostel,Boys,1,2010,Bahria Town,Islamabad,"House 59, Park Road, Bahria Town, Islamabad",33.531159,72.923433,5.78,1,Mid-Range,17997,9992,8191,0,852,1,Both,3.7,"[""Single"", ""Double""]",20,40,13,"[""Cafeteria"", ""CCTV"", ""Rooftop Access"", ""WiFi"", ""Microwave"", ""Laundry"", ""Generator"", ""Lounge"", ""Water Cooler"", ""Study Room"", ""AC"", ""Hot Water""]",1,0,1,1,1,1,1,0,1,1,0,0,0,0,15,1,23,0.63,3.1,2.5,4.2,2.6,3.4,124,0314-6995802
HST-073,Atif Residency,Boys,1,2019,DHA Phase 2,Islamabad,"House 197, Street 20, DHA Phase 2, Islamabad",33.548559,72.935839,5.47,0,Budget,12061,8606,4451,0,590,0,None,,"[""Single"", ""Double"", ""Dormitory""]",33,132,8,"[""Iron"", ""Gym"", ""Water Cooler"", ""Generator"", ""Library"", ""Study Room""]",0,1,1,0,0,0,1,0,0,0,1,0,0,0,10,3,23,0.73,3.5,2.7,4.0,3.8,1.4,112,0319-9910762
HST-074,Babar Boys Lodge,Boys,1,2022,G-11,Islamabad,"House 150, Street 4, G-11, Islamabad",33.661236,72.981485,1.71,1,Premium,23742,16306,14849,1,0,1,Both,3.2,"[""Single"", ""Double""]",47,188,14,"[""Prayer Room"", ""Refrigerator"", ""Generator"", ""Lounge"", ""Microwave"", ""Security Guard"", ""Common Room"", ""Parking"", ""Iron"", ""CCTV""]",0,0,0,0,0,0,1,1,1,0,0,1,1,1,100,2,23,0.08,4.2,4.8,3.1,4.3,2.0,97,0326-9360777
HST-075,Yasir Inn,Boys,1,2005,DHA Phase 2,Islamabad,"House 43, Street 1, DHA Phase 2, Islamabad",33.552234,72.935091,5.67,0,Mid-Range,17017,11259,8516,0,644,0,None,,"[""Single"", ""Double""]",17,34,1,"[""Microwave"", ""AC"", ""Study Room"", ""Refrigerator"", ""Generator"", ""CCTV"", ""Common Room"", ""Prayer Room"", ""Lounge"", ""Hot Water""]",0,0,1,0,0,1,1,0,1,1,0,0,1,1,15,3,23,0.43,3.6,3.0,4.0,4.4,3.5,111,0326-7766886
